System,Metal,Hetatom,Cavity,Base_Cavity,y,Pred_00000,Train_00000,sac_cavity
Pd_N_din4_c2_s1,Pd,N,din4_c2_s1,din4,-1.93849675000006,-2.11633786921628,False,N_din4_c2_s1
Pd_C_rol2_din2_c4,Pd,C,rol2_din2_c4,rol2_din2,-4.87049674999996,-4.61776899588849,False,C_rol2_din2_c4
Pd_N_din3,Pd,N,din3,din3,1.79150324999996,0.696592850508274,False,N_din3
Pd_N_rol2_din2,Pd,N,rol2_din2,rol2_din2,-2.76849674999999,-2.6598491543992,False,N_rol2_din2
Pd_N_rol3,Pd,N,rol3,rol3,0.101503250000016,-1.44733321049986,False,N_rol3
Pd_N_din3_c1,Pd,N,din3_c1,din3,0.64250325000007,0.185867269233012,False,N_din3_c1
Pd_C_din4_c4,Pd,C,din4_c4,din4,0.013503249999937,-0.86747121643266,False,C_din4_c4
Pd_C_rol1_din2_c3,Pd,C,rol1_din2_c3,rol1_din2,-1.06949675000003,-1.46005224331631,False,C_rol1_din2_c3
Pd_N_rol2_din2_c2_s1,Pd,N,rol2_din2_c2_s1,rol2_din2,-4.66649675000001,-4.13296359422444,False,N_rol2_din2_c2_s1
Pd_N_din4_c2_d2,Pd,N,din4_c2_d2,din4,-2.41649675000001,-2.2287734429467,False,N_din4_c2_d2
Pd_N_rol2_din2_b,Pd,N,rol2_din2_b,rol2_din2,-3.39449675000008,-3.19275839822439,False,N_rol2_din2_b
Pd_N_din4_c3,Pd,N,din4_c3,din4,-1.6374967499999,-2.08942713841674,False,N_din4_c3
Pd_N_din4_c2_d1,Pd,N,din4_c2_d1,din4,-2.41649675000001,-2.24382527692181,False,N_din4_c2_d1
Pd_N_rol2_din2_c2_s2,Pd,N,rol2_din2_c2_s2,rol2_din2,-4.39449674999996,-4.0296959488456,False,N_rol2_din2_c2_s2
Pd_N_din4_c2_s2,Pd,N,din4_c2_s2,din4,-2.71449675000001,-2.24118490402332,False,N_din4_c2_s2
Pd_N_rol2_din2_c3_b,Pd,N,rol2_din2_c3_b,rol2_din2,-4.83749674999995,-4.55475620263311,False,N_rol2_din2_c3_b
Pd_N_rol2_din2_c3_a,Pd,N,rol2_din2_c3_a,rol2_din2,-4.93349674999995,-4.62181966716819,False,N_rol2_din2_c3_a
Pd_N_rol3_c2,Pd,N,rol3_c2,rol3,-1.86349675000002,-2.6751060473862,False,N_rol3_c2
Pd_N_din4_c1,Pd,N,din4_c1,din4,-2.19249675000008,-2.12680175870166,False,N_din4_c1
Pd_N_rol3_c1,Pd,N,rol3_c1,rol3,-0.750496750000073,-1.94988748498346,False,N_rol3_c1
Pd_N_rol1_din2_c1_a,Pd,N,rol1_din2_c1_a,rol1_din2,0.644503250000023,0.1181598244056,False,N_rol1_din2_c1_a
Pd_N_rol1_din2,Pd,N,rol1_din2,rol1_din2,2.00150324999999,0.861589238303339,False,N_rol1_din2
Pd_N_rol2_din2_c2_d1,Pd,N,rol2_din2_c2_d1,rol2_din2,-3.95049675,-3.8353734688791,False,N_rol2_din2_c2_d1
Pt_N_din4_c2_d2,Pt,N,din4_c2_d2,din4,-2.70848150000005,-1.53211112141711,False,N_din4_c2_d2
Pt_N_din4_c1,Pt,N,din4_c1,din4,-2.35648150000007,-1.42145646342678,False,N_din4_c1
Pt_C_din3_c3,Pt,C,din3_c3,din3,-1.12748150000003,-1.35261770021218,False,C_din3_c3
Pt_C_rol3_c3,Pt,C,rol3_c3,rol3,-3.44648149999999,-3.21180191251272,False,C_rol3_c3
Pt_C_rol2_din2_c4,Pt,C,rol2_din2_c4,rol2_din2,-5.96548149999999,-4.58598938859427,False,C_rol2_din2_c4
Pt_N_din4_c2_s2,Pt,N,din4_c2_s2,din4,-3.06248149999997,-1.56018416295431,False,N_din4_c2_s2
Pt_N_rol2_din2_a,Pt,N,rol2_din2_a,rol2_din2,-3.98348150000002,-2.95647078788181,False,N_rol2_din2_a
Pt_N_din3_c2,Pt,N,din3_c2,din3,1.04851850000002,0.692480927140773,False,N_din3_c2
Pt_N_rol3_c1,Pt,N,rol3_c1,rol3,-0.476481500000075,-0.878108621281074,False,N_rol3_c1
Pt_N_rol1_din2_c2_s1,Pt,N,rol1_din2_c2_s1,rol1_din2,1.04351850000002,0.640494605719016,False,N_rol1_din2_c2_s1
Pt_N_rol1_din2_c2_s2,Pt,N,rol1_din2_c2_s2,rol1_din2,1.04751850000004,0.63777158129929,False,N_rol1_din2_c2_s2
Pt_N_rol2_din2_c2_s1,Pt,N,rol2_din2_c2_s1,rol2_din2,-5.26748150000002,-3.91046546121232,False,N_rol2_din2_c2_s1
Pt_N_rol3_c2,Pt,N,rol3_c2,rol3,-1.92148150000001,-2.20850096620733,False,N_rol3_c2
Pt_C_rol1_din2_c3,Pt,C,rol1_din2_c3,rol1_din2,-1.12948149999998,-1.32468170389579,False,C_rol1_din2_c3
Pt_N_rol2_din2_c2_d1,Pt,N,rol2_din2_c2_d1,rol2_din2,-4.51148150000004,-3.61263679827502,False,N_rol2_din2_c2_d1
Pt_C_din4_c4,Pt,C,din4_c4,din4,-0.914481500000063,-0.440738001781628,False,C_din4_c4
Pt_N_rol2_din2_c3_b,Pt,N,rol2_din2_c3_b,rol2_din2,-5.70248149999996,-4.42845538677827,False,N_rol2_din2_c3_b
Pt_N_din4,Pt,N,din4,din4,-1.75348149999989,-1.05317301323568,False,N_din4
Pt_N_rol3,Pt,N,rol3,rol3,0.844518500000065,-0.049288942480297,False,N_rol3
Pt_N_din3_c1,Pt,N,din3_c1,din3,1.56051850000007,1.04896127327204,False,N_din3_c1
Pt_N_rol2_din2_c2_s2,Pt,N,rol2_din2_c2_s2,rol2_din2,-5.03348149999998,-3.78111938546368,False,N_rol2_din2_c2_s2
Pt_N_rol1_din2_c1_a,Pt,N,rol1_din2_c1_a,rol1_din2,1.56051850000007,1.01343314393552,False,N_rol1_din2_c1_a
Pt_N_din4_c2_s1,Pt,N,din4_c2_s1,din4,-2.2534815,-1.36267127631222,False,N_din4_c2_s1
Pt_N_din4_c3,Pt,N,din4_c3,din4,-2.24548149999997,-1.24786666778972,False,N_din4_c3
Pt_N_rol2_din2,Pt,N,rol2_din2,rol2_din2,-2.86248150000004,-2.3475459582603,False,N_rol2_din2
Pt_N_rol2_din2_c3_a,Pt,N,rol2_din2_c3_a,rol2_din2,-5.76948149999997,-4.56618452522861,False,N_rol2_din2_c3_a
Pt_N_rol2_din2_b,Pt,N,rol2_din2_b,rol2_din2,-3.66848149999997,-2.84778801407636,False,N_rol2_din2_b
Pt_N_rol2_din2_c2_s3,Pt,N,rol2_din2_c2_s3,rol2_din2,-0.474481499999895,-1.07780450512974,False,N_rol2_din2_c2_s3
Pt_N_din4_c2_d1,Pt,N,din4_c2_d1,din4,-2.70848150000005,-1.54990801628878,False,N_din4_c2_d1
Rh_C_rol2_din2_c4,Rh,C,rol2_din2_c4,rol2_din2,-4.255178,-4.16584642931757,False,C_rol2_din2_c4
Rh_N_din4_c2_d1,Rh,N,din4_c2_d1,din4,-1.93417799999997,-1.32939019828067,False,N_din4_c2_d1
Rh_N_din4,Rh,N,din4,din4,-1.11817799999994,-0.507573207682842,False,N_din4
Rh_N_din4_c2_s1,Rh,N,din4_c2_s1,din4,-1.07017800000005,-1.1206773951499,False,N_din4_c2_s1
Rh_N_rol1_din2_c1_a,Rh,N,rol1_din2_c1_a,rol1_din2,0.574822000000046,1.12017210470577,False,N_rol1_din2_c1_a
Rh_N_rol2_din2,Rh,N,rol2_din2,rol2_din2,-2.38617799999997,-2.06077588130889,False,N_rol2_din2
Rh_C_rol1_din2_c3,Rh,C,rol1_din2_c3,rol1_din2,-1.971178,-1.14134709375389,False,C_rol1_din2_c3
Rh_N_rol2_din2_c2_s3,Rh,N,rol2_din2_c2_s3,rol2_din2,-0.952177999999997,-0.814917247892886,False,N_rol2_din2_c2_s3
Rh_N_din4_c3,Rh,N,din4_c3,din4,-0.938177999999987,-1.2279896304035,False,N_din4_c3
Rh_N_rol3_c1,Rh,N,rol3_c1,rol3,-1.28117800000006,-0.798237300947995,False,N_rol3_c1
Rh_N_rol2_din2_c2_s1,Rh,N,rol2_din2_c2_s1,rol2_din2,-3.93717800000001,-3.29741956271924,False,N_rol2_din2_c2_s1
Rh_N_rol3,Rh,N,rol3,rol3,-0.041177999999939,-0.110459067055769,False,N_rol3
Rh_N_rol2_din2_c3_a,Rh,N,rol2_din2_c3_a,rol2_din2,-4.31717800000001,-4.02658347428704,False,N_rol2_din2_c3_a
Rh_N_rol1_din2_c2_s1,Rh,N,rol1_din2_c2_s1,rol1_din2,-0.109177999999923,0.737182854635975,False,N_rol1_din2_c2_s1
Rh_N_din4_c2_s2,Rh,N,din4_c2_s2,din4,-1.92217800000002,-1.33163738970533,False,N_din4_c2_s2
Rh_N_din3_c1,Rh,N,din3_c1,din3,0.570822000000027,1.22092837694925,False,N_din3_c1
Rh_N_rol2_din2_c3_b,Rh,N,rol2_din2_c3_b,rol2_din2,-4.05017799999995,-3.83567831736823,False,N_rol2_din2_c3_b
Rh_N_rol3_c2,Rh,N,rol3_c2,rol3,-2.81817799999998,-2.0035247332636,False,N_rol3_c2
Rh_C_rol3_c3,Rh,C,rol3_c3,rol3,-3.96117800000001,-3.1592839456375,False,C_rol3_c3
Rh_N_din3_c2,Rh,N,din3_c2,din3,-0.105178000000017,0.748628616289591,False,N_din3_c2
Rh_N_rol2_din2_c2_d1,Rh,N,rol2_din2_c2_d1,rol2_din2,-3.25217800000007,-2.95937602697068,False,N_rol2_din2_c2_d1
Rh_N_rol2_din2_a,Rh,N,rol2_din2_a,rol2_din2,-3.096178,-2.62890619389907,False,N_rol2_din2_a
Rh_N_din4_c2_d2,Rh,N,din4_c2_d2,din4,-1.93417799999997,-1.31256832338265,False,N_din4_c2_d2
Rh_N_rol2_din2_b,Rh,N,rol2_din2_b,rol2_din2,-3.07517800000004,-2.54112451642819,False,N_rol2_din2_b
Rh_N_rol1_din2_c2_s2,Rh,N,rol1_din2_c2_s2,rol1_din2,-0.105178000000017,0.751979044817181,False,N_rol1_din2_c2_s2
Rh_N_rol2_din2_c2_s2,Rh,N,rol2_din2_c2_s2,rol2_din2,-3.71117800000001,-3.1496386785774,False,N_rol2_din2_c2_s2
Rh_N_din4_c1,Rh,N,din4_c1,din4,-1.46117800000001,-0.946028824056498,False,N_din4_c1
Rh_C_din3_c3,Rh,C,din3_c3,din3,-1.97017800000003,-1.17249788938311,False,C_din3_c3
Rh_C_din4_c4,Rh,C,din4_c4,din4,-0.634178000000014,-0.598789862564879,False,C_din4_c4
Ru_N_rol2_din2_c2_s3,Ru,N,rol2_din2_c2_s3,rol2_din2,-0.358533499999936,-1.09434619268478,False,N_rol2_din2_c2_s3
Ru_C_rol3_c3,Ru,C,rol3_c3,rol3,-3.71353350000007,-3.37473118314896,False,C_rol3_c3
Ru_C_rol1_din2_c3,Ru,C,rol1_din2_c3,rol1_din2,-1.57553350000003,-1.34387763269961,False,C_rol1_din2_c3
Ru_N_rol2_din2_a,Ru,N,rol2_din2_a,rol2_din2,-2.32253349999999,-3.0325830336645,False,N_rol2_din2_a
Ru_N_din4_c2_s2,Ru,N,din4_c2_s2,din4,-1.08453350000005,-1.69107774603022,False,N_din4_c2_s2
Ru_N_din4_c2_d1,Ru,N,din4_c2_d1,din4,-1.47453350000004,-1.69421160629807,False,N_din4_c2_d1
Ru_N_din4_c2_d2,Ru,N,din4_c2_d2,din4,-1.47453350000004,-1.61654722718406,False,N_din4_c2_d2
Ru_N_rol2_din2_c3_a,Ru,N,rol2_din2_c3_a,rol2_din2,-3.57953350000005,-4.50785960004967,False,N_rol2_din2_c3_a
Ru_N_din3_c2,Ru,N,din3_c2,din3,0.317466499999995,0.550743799848446,False,N_din3_c2
Ru_C_din4_c4,Ru,C,din4_c4,din4,-0.598533500000059,-0.367208143174072,False,C_din4_c4
Ru_N_rol2_din2_b,Ru,N,rol2_din2_b,rol2_din2,-2.20553350000003,-3.01527208890709,False,N_rol2_din2_b
Ru_N_rol2_din2_c3_b,Ru,N,rol2_din2_c3_b,rol2_din2,-3.30753350000001,-4.35899474995157,False,N_rol2_din2_c3_b
Ru_N_din4_c1,Ru,N,din4_c1,din4,-0.401533500000056,-1.45779115011402,False,N_din4_c1
Ru_N_rol1_din2_c1_b,Ru,N,rol1_din2_c1_b,rol1_din2,2.57546649999992,1.39612969653763,False,N_rol1_din2_c1_b
Ru_N_rol1_din2_c2_s2,Ru,N,rol1_din2_c2_s2,rol1_din2,0.321466500000014,0.543870252643741,False,N_rol1_din2_c2_s2
Ru_N_rol1_din2_c2_s1,Ru,N,rol1_din2_c2_s1,rol1_din2,0.315466500000042,0.544673841387234,False,N_rol1_din2_c2_s1
Ru_N_rol2_din2_c2_s1,Ru,N,rol2_din2_c2_s1,rol2_din2,-3.07353350000008,-3.97346292868956,False,N_rol2_din2_c2_s1
Ru_N_din3,Ru,N,din3,din3,2.2644665,1.65604630606754,False,N_din3
Ru_N_din3_c1,Ru,N,din3_c1,din3,0.775466500000078,1.10724965156864,False,N_din3_c1
Ru_N_rol1_din2,Ru,N,rol1_din2,rol1_din2,3.08846649999995,1.51544463232755,False,N_rol1_din2
Ru_N_din4,Ru,N,din4,din4,0.055466500000051,-1.1415585771226,False,N_din4
Ru_N_rol3,Ru,N,rol3,rol3,-0.069533499999949,0.221976031793296,False,N_rol3
Ru_N_rol1_din2_c1_a,Ru,N,rol1_din2_c1_a,rol1_din2,0.777466500000031,1.03464118892683,False,N_rol1_din2_c1_a
Ru_N_din4_c2_s1,Ru,N,din4_c2_s1,din4,-0.220533500000016,-1.44860047218505,False,N_din4_c2_s1
Ru_C_din3_c3,Ru,C,din3_c3,din3,-1.57453350000006,-1.34156539806178,False,C_din3_c3
Ru_N_rol2_din2,Ru,N,rol2_din2,rol2_din2,-1.68953349999995,-2.32598428962958,False,N_rol2_din2
Ru_C_rol2_din2_c4,Ru,C,rol2_din2_c4,rol2_din2,-3.53753350000002,-4.58794072594053,False,C_rol2_din2_c4
Ru_N_rol2_din2_c2_s2,Ru,N,rol2_din2_c2_s2,rol2_din2,-2.89053349999998,-3.83786943655399,False,N_rol2_din2_c2_s2
Ru_N_rol2_din2_c2_d1,Ru,N,rol2_din2_c2_d1,rol2_din2,-2.45053350000003,-3.6820297993295,False,N_rol2_din2_c2_d1
Ru_N_rol3_c2,Ru,N,rol3_c2,rol3,-2.63153349999996,-2.10807952515496,False,N_rol3_c2
Ru_N_rol3_c1,Ru,N,rol3_c1,rol3,-1.25653350000007,-0.752288115102885,False,N_rol3_c1
Ru_N_din4_c3,Ru,N,din4_c3,din4,-1.19853349999997,-1.36265417810849,False,N_din4_c3
Zn_N_rol3,Zn,N,rol3,rol3,-3.49875584999999,-1.37038906530222,False,N_rol3
Zn_N_rol2_din2_c2_s2,Zn,N,rol2_din2_c2_s2,rol2_din2,-3.66575585000002,-3.65213159306739,False,N_rol2_din2_c2_s2
Zn_N_din4_c2_d2,Zn,N,din4_c2_d2,din4,-2.49275585000001,-2.06409427168174,False,N_din4_c2_d2
Zn_C_rol3_c3,Zn,C,rol3_c3,rol3,-3.09075584999997,-2.16091550196767,False,C_rol3_c3
Zn_N_rol2_din2_c2_s1,Zn,N,rol2_din2_c2_s1,rol2_din2,-3.9987558500001,-3.87166546406476,False,N_rol2_din2_c2_s1
Zn_N_rol2_din2_b,Zn,N,rol2_din2_b,rol2_din2,-3.47175585000006,-2.86481876310908,False,N_rol2_din2_b
Zn_N_din4,Zn,N,din4,din4,-2.12175584999992,-1.54665833497355,False,N_din4
Zn_C_din4_c4,Zn,C,din4_c4,din4,-1.16775584999997,-0.531270799577028,False,C_din4_c4
Zn_N_rol2_din2,Zn,N,rol2_din2,rol2_din2,-3.69875585000003,-2.40693304543743,False,N_rol2_din2
Zn_N_rol2_din2_c2_s3,Zn,N,rol2_din2_c2_s3,rol2_din2,-1.70775584999993,-1.21179100473708,False,N_rol2_din2_c2_s3
Zn_N_rol2_din2_c2_d1,Zn,N,rol2_din2_c2_d1,rol2_din2,-3.84175585000006,-3.5001097048892,False,N_rol2_din2_c2_d1
Zn_N_din4_c2_s2,Zn,N,din4_c2_s2,din4,-2.19475585000001,-2.08272728601621,False,N_din4_c2_s2
Zn_C_din3_c3,Zn,C,din3_c3,din3,0.188244149999913,-0.115217815631746,False,C_din3_c3
Zn_N_rol1_din2_c1_a,Zn,N,rol1_din2_c1_a,rol1_din2,-0.553755849999935,0.310758994401323,False,N_rol1_din2_c1_a
Zn_N_din4_c1,Zn,N,din4_c1,din4,-2.04775585000008,-1.92418242533724,False,N_din4_c1
Zn_C_rol2_din2_c4,Zn,C,rol2_din2_c4,rol2_din2,-4.88075585000005,-4.66269259576142,False,C_rol2_din2_c4
Zn_N_din4_c2_s1,Zn,N,din4_c2_s1,din4,-1.29675584999999,-1.95672024983859,False,N_din4_c2_s1
Zn_N_din4_c3,Zn,N,din4_c3,din4,-1.84475584999999,-1.9749531865472,False,N_din4_c3
Zn_C_rol1_din2_c3,Zn,C,rol1_din2_c3,rol1_din2,0.183244150000031,-0.149696092602748,False,C_rol1_din2_c3
Zn_N_rol2_din2_a,Zn,N,rol2_din2_a,rol2_din2,-4.01275585,-3.05044734677458,False,N_rol2_din2_a
Zn_N_din3_c1,Zn,N,din3_c1,din3,-0.553755849999935,0.358546033839144,False,N_din3_c1
Zn_N_rol2_din2_c3_b,Zn,N,rol2_din2_c3_b,rol2_din2,-4.34275584999992,-4.58520244584423,False,N_rol2_din2_c3_b
Zn_N_rol3_c2,Zn,N,rol3_c2,rol3,-3.19375585000004,-1.87999258701318,False,N_rol3_c2
Zn_N_rol3_c1,Zn,N,rol3_c1,rol3,-3.23875584999999,-1.5635329079392,False,N_rol3_c1
Zn_N_din4_c2_d1,Zn,N,din4_c2_d1,din4,-2.49475585000008,-2.05941860429312,False,N_din4_c2_d1
Zn_N_din3,Zn,N,din3,din3,-0.112755850000018,0.77607448936335,False,N_din3
Zn_N_rol2_din2_c3_a,Zn,N,rol2_din2_c3_a,rol2_din2,-4.34475584999999,-4.66885890475411,False,N_rol2_din2_c3_a
